"DUI Arrests by Month"
"Current date: 4/13/2021 4:31:25 PM (Mountain Daylight Time)"
"Multiple Arrest Indicator: All Countable Arrests"
"Arrest Offense for A and B Arrests: Driving Under the Influence"
"Arrest Date","Arrest Month","Jurisdiction by Geography","Number of Arrestees",
"2017","May","Conejos County",""
"2017","May","Costilla County",""
"2017","May","Crowley County",""
"2017","May","Custer County","3"
"2017","May","Delta County","8"
"2017","May","Denver County","139"
"2017","May","Dolores County",""
"2017","May","Douglas County","60"
"2017","May","Eagle County","22"
"2017","May","Elbert County","7"
"2017","May","El Paso County","168"
"2017","May","Fremont County","15"
"2017","May","Garfield County","45"
"2017","May","Gilpin County","11"
"2017","May","Grand County","1"
"2017","May","Gunnison County","5"
"2017","May","Hinsdale County",""
"2017","May","Huerfano County",""
"2017","May","Jackson County",""
"2017","May","Jefferson County","167"
"2017","May","Kiowa County",""
"2017","May","Kit Carson County","6"
"2017","May","Lake County",""
"2017","May","La Plata County","22"
"2017","May","Larimer County","107"
"2017","May","Las Animas County",""
"2017","May","Lincoln County","2"
"2017","May","Logan County","7"
"2017","May","Mesa County","32"
"2017","May","Mineral County",""
"2017","May","Moffat County","6"
"2017","May","Montezuma County","10"
"2017","May","Montrose County","7"
"2017","May","Morgan County","8"
"2017","May","Otero County",""
"2017","May","Ouray County","1"
"2017","May","Park County","4"
"2017","May","Phillips County","1"
"2017","May","Pitkin County","7"
"2017","May","Prowers County","1"
"2017","May","Pueblo County","14"
"2017","May","Rio Blanco County","10"
"2017","May","Rio Grande County","5"
"2017","May","Routt County","7"
"2017","May","Saguache County",""
"2017","May","San Juan County",""
"2017","May","San Miguel County","5"
"2017","May","Sedgwick County",""
"2017","May","Summit County","18"
"2017","May","Teller County","16"
"2017","May","Washington County",""
"2017","May","Weld County","99"
"2017","May","Yuma County",""
"2017","May","Broomfield County","16"
"2017","May","Colorado Bureau of Investigation",""
"2017","May","Colorado State Patrol","362"
"2017","June","Total","1,710"
"2017","June","Adams County","274"
"2017","June","Alamosa County","6"
"2017","June","Arapahoe County","54"
"2017","June","Archuleta County","1"
"2017","June","Baca County",""
"2017","June","Bent County",""
"2017","June","Boulder County","58"
"2017","June","Chaffee County","13"
"2017","June","Cheyenne County",""
"2017","June","Clear Creek County","7"
"2017","June","Conejos County",""
"2017","June","Costilla County",""
"2017","June","Crowley County","1"
"2017","June","Custer County","1"
"2017","June","Delta County","4"
"2017","June","Denver County","121"
"2017","June","Dolores County","1"
"2017","June","Douglas County","51"
"2017","June","Eagle County","24"
"2017","June","Elbert County","4"
"2017","June","El Paso County","160"
"2017","June","Fremont County","11"
"2017","June","Garfield County","32"
"2017","June","Gilpin County","7"
"2017","June","Grand County","11"
"2017","June","Gunnison County","12"
"2017","June","Hinsdale County",""
"2017","June","Huerfano County",""
"2017","June","Jackson County",""
"2017","June","Jefferson County","132"
"2017","June","Kiowa County",""
"2017","June","Kit Carson County","1"
"2017","June","Lake County","4"
"2017","June","La Plata County","17"
"2017","June","Larimer County","118"
"2017","June","Las Animas County",""
"2017","June","Lincoln County","2"
"2017","June","Logan County","6"
"2017","June","Mesa County","32"
"2017","June","Mineral County",""
"2017","June","Moffat County","7"
"2017","June","Montezuma County","7"
"2017","June","Montrose County","8"
"2017","June","Morgan County","2"
"2017","June","Otero County","1"
"2017","June","Ouray County","1"
"2017","June","Park County","1"
"2017","June","Phillips County","2"
"2017","June","Pitkin County","9"
"2017","June","Prowers County","2"
"2017","June","Pueblo County","9"
"2017","June","Rio Blanco County","7"
"2017","June","Rio Grande County","4"
"2017","June","Routt County","8"
"2017","June","Saguache County",""
"2017","June","San Juan County",""
"2017","June","San Miguel County","11"
"2017","June","Sedgwick County",""
"2017","June","Summit County","18"
"2017","June","Teller County","16"
"2017","June","Washington County",""
"2017","June","Weld County","101"
"2017","June","Yuma County","1"
"2017","June","Broomfield County","7"
"2017","June","Colorado Bureau of Investigation",""
"2017","June","Colorado State Patrol","323"
"2017","July","Total","1,889"
"2017","July","Adams County","289"
"2017","July","Alamosa County","16"
"2017","July","Arapahoe County","60"
"2017","July","Archuleta County","2"
"2017","July","Baca County","1"
"2017","July","Bent County",""
"2017","July","Boulder County","55"
"2017","July","Chaffee County","20"
"2017","July","Cheyenne County",""
"2017","July","Clear Creek County","5"
"2017","July","Conejos County",""
"2017","July","Costilla County",""
"2017","July","Crowley County","1"
"2017","July","Custer County","3"
"2017","July","Delta County","6"
"2017","July","Denver County","122"
"2017","July","Dolores County",""
"2017","July","Douglas County","50"
"2017","July","Eagle County","29"
"2017","July","Elbert County","8"
"2017","July","El Paso County","203"
"2017","July","Fremont County","7"
"2017","July","Garfield County","50"
"2017","July","Gilpin County","14"
"2017","July","Grand County","13"
"2017","July","Gunnison County","12"
"2017","July","Hinsdale County",""
"2017","July","Huerfano County",""
"2017","July","Jackson County","1"
"2017","July","Jefferson County","152"
"2017","July","Kiowa County",""
"2017","July","Kit Carson County","6"
"2017","July","Lake County","3"
"2017","July","La Plata County","11"
"2017","July","Larimer County","92"
"2017","July","Las Animas County","3"
"2017","July","Lincoln County",""
"2017","July","Logan County","7"
"2017","July","Mesa County","41"
"2017","July","Mineral County",""
"2017","July","Moffat County","3"
"2017","July","Montezuma County","10"
"2017","July","Montrose County","8"
"2017","July","Morgan County","9"
"2017","July","Otero County",""
"2017","July","Ouray County",""
"2017","July","Park County","3"
"2017","July","Phillips County","3"
"2017","July","Pitkin County","10"
"2017","July","Prowers County","3"
"2017","July","Pueblo County","12"
"2017","July","Rio Blanco County","9"
"2017","July","Rio Grande County",""
"2017","July","Routt County","8"
"2017","July","Saguache County",""
"2017","July","San Juan County","1"
"2017","July","San Miguel County","4"
"2017","July","Sedgwick County",""
"2017","July","Summit County","7"
"2017","July","Teller County","11"
"2017","July","Washington County",""
"2017","July","Weld County","89"
"2017","July","Yuma County","1"
"2017","July","Broomfield County","10"
"2017","July","Colorado Bureau of Investigation",""
"2017","July","Colorado State Patrol","406"
"2017","August","Total","1,820"
"2017","August","Adams County","332"
"2017","August","Alamosa County","10"
"2017","August","Arapahoe County","53"
"2017","August","Archuleta County","1"
"2017","August","Baca County",""
"2017","August","Bent County",""
"2017","August","Boulder County","40"
"2017","August","Chaffee County","7"
"2017","August","Cheyenne County",""
"2017","August","Clear Creek County","1"
"2017","August","Conejos County",""
"2017","August","Costilla County",""
"2017","August","Crowley County","3"
"2017","August","Custer County","5"
"2017","August","Delta County","2"
"2017","August","Denver County","111"
"2017","August","Dolores County",""
"2017","August","Douglas County","54"
"2017","August","Eagle County","28"
"2017","August","Elbert County","3"
"2017","August","El Paso County","180"
"2017","August","Fremont County","13"
"2017","August","Garfield County","38"
"2017","August","Gilpin County","7"
"2017","August","Grand County","4"
"2017","August","Gunnison County","14"
"2017","August","Hinsdale County","2"
"2017","August","Huerfano County","1"
"2017","August","Jackson County",""
"2017","August","Jefferson County","155"
"2017","August","Kiowa County",""
"2017","August","Kit Carson County","4"
"2017","August","Lake County","7"
"2017","August","La Plata County","17"
"2017","August","Larimer County","126"
"2017","August","Las Animas County","2"
"2017","August","Lincoln County","3"
"2017","August","Logan County","2"
"2017","August","Mesa County","32"
"2017","August","Mineral County",""
"2017","August","Moffat County","2"
"2017","August","Montezuma County","11"
"2017","August","Montrose County","7"
"2017","August","Morgan County","3"
"2017","August","Otero County","2"
"2017","August","Ouray County",""
"2017","August","Park County","6"
"2017","August","Phillips County","1"
"2017","August","Pitkin County","12"
"2017","August","Prowers County","6"
"2017","August","Pueblo County","10"
"2017","August","Rio Blanco County","1"
"2017","August","Rio Grande County","2"
"2017","August","Routt County","4"
"2017","August","Saguache County",""
"2017","August","San Juan County","1"
"2017","August","San Miguel County","5"
"2017","August","Sedgwick County",""
"2017","August","Summit County","3"
"2017","August","Teller County","10"
"2017","August","Washington County",""
"2017","August","Weld County","86"
"2017","August","Yuma County","1"
"2017","August","Broomfield County","9"
"2017","August","Colorado Bureau of Investigation",""
"2017","August","Colorado State Patrol","381"
"2017","September","Total","1,863"
"2017","September","Adams County","288"
"2017","September","Alamosa County","13"
"2017","September","Arapahoe County","51"
"2017","September","Archuleta County","2"
"2017","September","Baca County",""
"2017","September","Bent County",""
"2017","September","Boulder County","38"
"2017","September","Chaffee County","10"
"2017","September","Cheyenne County",""
"2017","September","Clear Creek County","1"
"2017","September","Conejos County",""
"2017","September","Costilla County",""
"2017","September","Crowley County","2"
"2017","September","Custer County","4"
"2017","September","Delta County","4"
"2017","September","Denver County","135"
"2017","September","Dolores County",""
"2017","September","Douglas County","53"
"2017","September","Eagle County","27"
"2017","September","Elbert County","4"
"2017","September","El Paso County","191"
"2017","September","Fremont County","15"
"2017","September","Garfield County","35"
"2017","September","Gilpin County","9"
"2017","September","Grand County","2"
"2017","September","Gunnison County","8"
"2017","September","Hinsdale County",""
"2017","September","Huerfano County",""
"2017","September","Jackson County",""
"2017","September","Jefferson County","129"
"2017","September","Kiowa County",""
"2017","September","Kit Carson County","5"
"2017","September","Lake County","2"
"2017","September","La Plata County","30"
"2017","September","Larimer County","140"
"2017","September","Las Animas County","1"
"2017","September","Lincoln County","3"
"2017","September","Logan County","6"
"2017","September","Mesa County","34"
"2017","September","Mineral County",""
"2017","September","Moffat County","7"
"2017","September","Montezuma County","6"
"2017","September","Montrose County","3"
"2017","September","Morgan County","6"
"2017","September","Otero County",""
"2017","September","Ouray County",""
"2017","September","Park County","2"
"2017","September","Phillips County","1"
"2017","September","Pitkin County","20"
"2017","September","Prowers County","4"
"2017","September","Pueblo County","12"
"2017","September","Rio Blanco County","11"
"2017","September","Rio Grande County","2"
"2017","September","Routt County","10"
"2017","September","Saguache County",""
"2017","September","San Juan County",""
"2017","September","San Miguel County","4"
"2017","September","Sedgwick County",""
"2017","September","Summit County","14"
"2017","September","Teller County","16"
"2017","September","Washington County",""
"2017","September","Weld County","90"
"2017","September","Yuma County",""
"2017","September","Broomfield County","11"
"2017","September","Colorado Bureau of Investigation",""
"2017","September","Colorado State Patrol","402"
"2017","October","Total","1,796"
"2017","October","Adams County","255"
"2017","October","Alamosa County","15"
"2017","October","Arapahoe County","46"
"2017","October","Archuleta County",""
"2017","October","Baca County",""
"2017","October","Bent County",""
"2017","October","Boulder County","35"
"2017","October","Chaffee County","8"
"2017","October","Cheyenne County",""
"2017","October","Clear Creek County","6"
"2017","October","Conejos County",""
"2017","October","Costilla County",""
"2017","October","Crowley County","3"
"2017","October","Custer County","3"
"2017","October","Delta County","2"
"2017","October","Denver County","124"
"2017","October","Dolores County",""
"2017","October","Douglas County","54"
"2017","October","Eagle County","30"
"2017","October","Elbert County","3"
"2017","October","El Paso County","168"
"2017","October","Fremont County","9"
"2017","October","Garfield County","25"
"2017","October","Gilpin County","8"
"2017","October","Grand County","6"
"2017","October","Gunnison County","15"
"2017","October","Hinsdale County",""
"2017","October","Huerfano County",""
"2017","October","Jackson County",""
"2017","October","Jefferson County","156"
"2017","October","Kiowa County",""
"2017","October","Kit Carson County",""
"2017","October","Lake County","8"
"2017","October","La Plata County","34"
"2017","October","Larimer County","152"
"2017","October","Las Animas County","2"
"2017","October","Lincoln County","2"
"2017","October","Logan County","8"
"2017","October","Mesa County","44"
"2017","October","Mineral County",""
"2017","October","Moffat County","8"
"2017","October","Montezuma County","15"
"2017","October","Montrose County","9"
"2017","October","Morgan County","4"
"2017","October","Otero County","1"
"2017","October","Ouray County",""
"2017","October","Park County",""
"2017","October","Phillips County","3"
"2017","October","Pitkin County","9"
"2017","October","Prowers County","1"
"2017","October","Pueblo County","16"
"2017","October","Rio Blanco County","6"
"2017","October","Rio Grande County",""
"2017","October","Routt County","8"
"2017","October","Saguache County",""
"2017","October","San Juan County",""
"2017","October","San Miguel County",""
"2017","October","Sedgwick County",""
"2017","October","Summit County","12"
"2017","October","Teller County","12"
"2017","October","Washington County",""
"2017","October","Weld County","97"
"2017","October","Yuma County",""
"2017","October","Broomfield County","10"
"2017","October","Colorado Bureau of Investigation",""
"2017","October","Colorado State Patrol","364"
"2017","November","Total","1,648"
"2017","November","Adams County","224"
"2017","November","Alamosa County","9"
"2017","November","Arapahoe County","53"
"2017","November","Archuleta County","4"
"2017","November","Baca County","1"
"2017","November","Bent County",""
"2017","November","Boulder County","45"
"2017","November","Chaffee County","10"
"2017","November","Cheyenne County",""
"2017","November","Clear Creek County","6"
"2017","November","Conejos County",""
"2017","November","Costilla County",""
"2017","November","Crowley County","4"
"2017","November","Custer County","2"
"2017","November","Delta County","3"
"2017","November","Denver County","144"
"2017","November","Dolores County",""
"2017","November","Douglas County","51"
"2017","November","Eagle County","23"
"2017","November","Elbert County","4"
"2017","November","El Paso County","161"
"2017","November","Fremont County","8"
"2017","November","Garfield County","16"
"2017","November","Gilpin County","11"
"2017","November","Grand County","3"
"2017","November","Gunnison County","10"
"2017","November","Hinsdale County",""
"2017","November","Huerfano County",""
"2017","November","Jackson County",""
"2017","November","Jefferson County","135"
"2017","November","Kiowa County",""
"2017","November","Kit Carson County",""
"2017","November","Lake County",""
"2017","November","La Plata County","20"
"2017","November","Larimer County","133"
"2017","November","Las Animas County",""
"2017","November","Lincoln County","1"
"2017","November","Logan County","11"
"2017","November","Mesa County","34"
"2017","November","Mineral County",""
"2017","November","Moffat County","3"
"2017","November","Montezuma County","13"
"2017","November","Montrose County","18"
"2017","November","Morgan County","8"
"2017","November","Otero County","1"
"2017","November","Ouray County",""
"2017","November","Park County",""
"2017","November","Phillips County","3"
"2017","November","Pitkin County","4"
"2017","November","Prowers County","5"
"2017","November","Pueblo County","7"
"2017","November","Rio Blanco County","6"
"2017","November","Rio Grande County",""
"2017","November","Routt County","10"
"2017","November","Saguache County",""
"2017","November","San Juan County",""
"2017","November","San Miguel County",""
"2017","November","Sedgwick County",""
"2017","November","Summit County","10"
"2017","November","Teller County","20"
"2017","November","Washington County",""
"2017","November","Weld County","83"
"2017","November","Yuma County",""
"2017","November","Broomfield County","10"
"2017","November","Colorado Bureau of Investigation",""
"2017","November","Colorado State Patrol","321"
"2017","December","Total","1,748"
"2017","December","Adams County","282"
"2017","December","Alamosa County","17"
"2017","December","Arapahoe County","46"
"2017","December","Archuleta County",""
"2017","December","Baca County",""
"2017","December","Bent County",""
"2017","December","Boulder County","59"
"2017","December","Chaffee County","8"
"2017","December","Cheyenne County",""
"2017","December","Clear Creek County","5"
"2017","December","Conejos County",""
"2017","December","Costilla County",""
"2017","December","Crowley County","3"
"2017","December","Custer County","7"
"2017","December","Delta County","4"
"2017","December","Denver County","134"
"2017","December","Dolores County","1"
"2017","December","Douglas County","41"
"2017","December","Eagle County","20"
"2017","December","Elbert County","6"
"2017","December","El Paso County","133"
"2017","December","Fremont County","11"
"2017","December","Garfield County","23"
"2017","December","Gilpin County","10"
"2017","December","Grand County","8"
"2017","December","Gunnison County","12"
"2017","December","Hinsdale County",""
"2017","December","Huerfano County",""
"2017","December","Jackson County",""
"2017","December","Jefferson County","132"
"2017","December","Kiowa County",""
"2017","December","Kit Carson County","3"
"2017","December","Lake County","2"
"2017","December","La Plata County","25"
"2017","December","Larimer County","113"
"2017","December","Las Animas County",""
"2017","December","Lincoln County",""
"2017","December","Logan County","5"
"2017","December","Mesa County","45"
"2017","December","Mineral County","1"
"2017","December","Moffat County","4"
"2017","December","Montezuma County","5"
"2017","December","Montrose County","9"
"2017","December","Morgan County","4"
"2017","December","Otero County",""
"2017","December","Ouray County",""
"2017","December","Park County","3"
"2017","December","Phillips County","2"
"2017","December","Pitkin County","15"
"2017","December","Prowers County","3"
"2017","December","Pueblo County","18"
"2017","December","Rio Blanco County","3"
"2017","December","Rio Grande County","1"
"2017","December","Routt County","13"
"2017","December","Saguache County",""
"2017","December","San Juan County",""
"2017","December","San Miguel County","4"
"2017","December","Sedgwick County",""
"2017","December","Summit County","22"
"2017","December","Teller County","11"
"2017","December","Washington County",""
"2017","December","Weld County","86"
"2017","December","Yuma County","1"
"2017","December","Broomfield County","24"
"2017","December","Colorado Bureau of Investigation",""
"2017","December","Colorado State Patrol","364"
"2018","January","Total","1,786"
"2018","January","Adams County","230"
"2018","January","Alamosa County","8"
"2018","January","Arapahoe County","57"
"2018","January","Archuleta County",""
"2018","January","Baca County",""
"2018","January","Bent County",""
"2018","January","Boulder County","63"
"2018","January","Chaffee County","9"
"2018","January","Cheyenne County",""
"2018","January","Clear Creek County","6"
"2018","January","Conejos County",""
"2018","January","Costilla County",""
"2018","January","Crowley County",""
"2018","January","Custer County","4"
"2018","January","Delta County","3"
"2018","January","Denver County","117"
"2018","January","Dolores County",""
"2018","January","Douglas County","32"
"2018","January","Eagle County","24"
"2018","January","Elbert County","5"
"2018","January","El Paso County","167"
"2018","January","Fremont County","5"
"2018","January","Garfield County","26"
"2018","January","Gilpin County","11"
"2018","January","Grand County","8"
"2018","January","Gunnison County","15"
"2018","January","Hinsdale County",""
"2018","January","Huerfano County",""
"2018","January","Jackson County",""
"2018","January","Jefferson County","153"
"2018","January","Kiowa County",""
"2018","January","Kit Carson County","4"
"2018","January","Lake County","5"
"2018","January","La Plata County","39"
"2018","January","Larimer County","110"
"2018","January","Las Animas County",""
"2018","January","Lincoln County",""
"2018","January","Logan County","11"
"2018","January","Mesa County","21"
"2018","January","Mineral County",""
"2018","January","Moffat County","4"
"2018","January","Montezuma County","8"
"2018","January","Montrose County","16"
"2018","January","Morgan County","4"
"2018","January","Otero County","1"
"2018","January","Ouray County",""
"2018","January","Park County","3"
"2018","January","Phillips County","3"
"2018","January","Pitkin County","10"
"2018","January","Prowers County","4"
"2018","January","Pueblo County","33"
"2018","January","Rio Blanco County","3"
"2018","January","Rio Grande County","4"
"2018","January","Routt County","11"
"2018","January","Saguache County",""
"2018","January","San Juan County","1"
"2018","January","San Miguel County","3"
"2018","January","Sedgwick County",""
"2018","January","Summit County","20"
"2018","January","Teller County","12"
"2018","January","Washington County",""
"2018","January","Weld County","88"
"2018","January","Yuma County",""
"2018","January","Broomfield County","19"
"2018","January","Colorado Bureau of Investigation",""
"2018","January","Colorado State Patrol","406"
"2018","February","Total","1,576"
"2018","February","Adams County","222"
"2018","February","Alamosa County","3"
"2018","February","Arapahoe County","37"
"2018","February","Archuleta County","1"
"2018","February","Baca County","1"
"2018","February","Bent County",""
"2018","February","Boulder County","56"
"2018","February","Chaffee County","7"
"2018","February","Cheyenne County","2"
"2018","February","Clear Creek County","5"
"2018","February","Conejos County",""
"2018","February","Costilla County",""
"2018","February","Crowley County","2"
"2018","February","Custer County","2"
"2018","February","Delta County","5"
"2018","February","Denver County","108"
"2018","February","Dolores County",""
"2018","February","Douglas County","35"
"2018","February","Eagle County","24"
"2018","February","Elbert County","3"
"2018","February","El Paso County","185"
"2018","February","Fremont County","9"
"2018","February","Garfield County","32"
"2018","February","Gilpin County","6"
"2018","February","Grand County","10"
"2018","February","Gunnison County","9"
"2018","February","Hinsdale County",""
"2018","February","Huerfano County",""
"2018","February","Jackson County",""
"2018","February","Jefferson County","129"
"2018","February","Kiowa County",""
"2018","February","Kit Carson County","1"
"2018","February","Lake County","2"
"2018","February","La Plata County","37"
"2018","February","Larimer County","105"
"2018","February","Las Animas County","2"
"2018","February","Lincoln County","3"
"2018","February","Logan County","5"
"2018","February","Mesa County","26"
"2018","February","Mineral County",""
"2018","February","Moffat County","5"
"2018","February","Montezuma County","7"
"2018","February","Montrose County","9"
"2018","February","Morgan County","1"
"2018","February","Otero County",""
"2018","February","Ouray County",""
"2018","February","Park County","7"
"2018","February","Phillips County","1"
"2018","February","Pitkin County","10"
"2018","February","Prowers County","5"
"2018","February","Pueblo County","16"
"2018","February","Rio Blanco County","2"
"2018","February","Rio Grande County","4"
"2018","February","Routt County","6"
"2018","February","Saguache County","1"
"2018","February","San Juan County",""
"2018","February","San Miguel County","2"
"2018","February","Sedgwick County",""
"2018","February","Summit County","20"
"2018","February","Teller County","13"
"2018","February","Washington County",""
"2018","February","Weld County","85"
"2018","February","Yuma County",""
"2018","February","Broomfield County","16"
"2018","February","Colorado Bureau of Investigation",""
"2018","February","Colorado State Patrol","292"
"2018","March","Total","1,951"
"2018","March","Adams County","280"
"2018","March","Alamosa County","9"
"2018","March","Arapahoe County","56"
"2018","March","Archuleta County","1"
"2018","March","Baca County","2"
"2018","March","Bent County",""
"2018","March","Boulder County","76"
"2018","March","Chaffee County","8"
"2018","March","Cheyenne County","1"
"2018","March","Clear Creek County","4"
"2018","March","Conejos County",""
"2018","March","Costilla County",""
"2018","March","Crowley County","5"
"2018","March","Custer County","1"
"2018","March","Delta County","11"
"2018","March","Denver County","153"
"2018","March","Dolores County",""
"2018","March","Douglas County","56"
"2018","March","Eagle County","8"
"2018","March","Elbert County","3"
"2018","March","El Paso County","196"
"2018","March","Fremont County","15"
"2018","March","Garfield County","32"
"2018","March","Gilpin County","15"
"2018","March","Grand County","15"
"2018","March","Gunnison County","12"
"2018","March","Hinsdale County",""
"2018","March","Huerfano County",""
"2018","March","Jackson County",""
"2018","March","Jefferson County","144"
"2018","March","Kiowa County",""
"2018","March","Kit Carson County",""
"2018","March","Lake County","3"
"2018","March","La Plata County","25"
"2018","March","Larimer County","129"
"2018","March","Las Animas County","2"
"2018","March","Lincoln County","2"
"2018","March","Logan County","3"
"2018","March","Mesa County","33"
"2018","March","Mineral County",""
"2018","March","Moffat County","1"
"2018","March","Montezuma County","13"
"2018","March","Montrose County","6"
"2018","March","Morgan County","1"
"2018","March","Otero County","4"
"2018","March","Ouray County","1"
"2018","March","Park County","8"
"2018","March","Phillips County","2"
"2018","March","Pitkin County","12"
"2018","March","Prowers County","5"
"2018","March","Pueblo County","22"
"2018","March","Rio Blanco County","5"
"2018","March","Rio Grande County","8"
"2018","March","Routt County","8"
"2018","March","Saguache County",""
"2018","March","San Juan County",""
"2018","March","San Miguel County","2"
"2018","March","Sedgwick County",""
"2018","March","Summit County","19"
"2018","March","Teller County","13"
"2018","March","Washington County",""
"2018","March","Weld County","106"
"2018","March","Yuma County","2"
"2018","March","Broomfield County","16"
"2018","March","Colorado Bureau of Investigation",""
"2018","March","Colorado State Patrol","397"
"2018","April","Total","1,795"
"2018","April","Adams County","248"
"2018","April","Alamosa County","3"
"2018","April","Arapahoe County","67"
"2018","April","Archuleta County","4"
"2018","April","Baca County","1"
"2018","April","Bent County",""
"2018","April","Boulder County","89"
"2018","April","Chaffee County","2"
"2018","April","Cheyenne County",""
"2018","April","Clear Creek County","9"
"2018","April","Conejos County",""
"2018","April","Costilla County",""
"2018","April","Crowley County","3"
"2018","April","Custer County","1"
"2018","April","Delta County","4"
"2018","April","Denver County","124"
"2018","April","Dolores County",""
"2018","April","Douglas County","40"
"2018","April","Eagle County","17"
"2018","April","Elbert County","4"
"2018","April","El Paso County","164"
"2018","April","Fremont County","6"
"2018","April","Garfield County","33"
"2018","April","Gilpin County","15"
"2018","April","Grand County","11"
"2018","April","Gunnison County","8"
"2018","April","Hinsdale County",""
"2018","April","Huerfano County",""
"2018","April","Jackson County",""
"2018","April","Jefferson County","118"
"2018","April","Kiowa County",""
"2018","April","Kit Carson County","1"
"2018","April","Lake County","6"
"2018","April","La Plata County","16"
"2018","April","Larimer County","141"
"2018","April","Las Animas County","1"
"2018","April","Lincoln County","1"
"2018","April","Logan County","4"
"2018","April","Mesa County","34"
"2018","April","Mineral County",""
"2018","April","Moffat County","7"
"2018","April","Montezuma County","12"
"2018","April","Montrose County","10"
"2018","April","Morgan County","1"
"2018","April","Otero County","1"
"2018","April","Ouray County",""
"2018","April","Park County","7"
"2018","April","Phillips County","2"
"2018","April","Pitkin County","10"
"2018","April","Prowers County",""
"2018","April","Pueblo County","15"
"2018","April","Rio Blanco County","4"
"2018","April","Rio Grande County","1"
"2018","April","Routt County","8"
"2018","April","Saguache County",""
"2018","April","San Juan County",""
"2018","April","San Miguel County","1"
"2018","April","Sedgwick County",""
"2018","April","Summit County","17"
"2018","April","Teller County","18"
"2018","April","Washington County",""
"2018","April","Weld County","85"
"2018","April","Yuma County","2"
"2018","April","Broomfield County","19"
"2018","April","Colorado Bureau of Investigation",""
"2018","April","Colorado State Patrol","400"
"2018","May","Total","1,800"
"2018","May","Adams County","277"
"2018","May","Alamosa County","4"
"2018","May","Arapahoe County","54"
"2018","May","Archuleta County","1"
"2018","May","Baca County",""
"2018","May","Bent County",""
"2018","May","Boulder County","83"
"2018","May","Chaffee County","19"
"2018","May","Cheyenne County",""
"2018","May","Clear Creek County","13"
"2018","May","Conejos County",""
"2018","May","Costilla County",""
"2018","May","Crowley County","2"
"2018","May","Custer County","6"
"2018","May","Delta County","1"
"2018","May","Denver County","128"
"2018","May","Dolores County",""
"2018","May","Douglas County","48"
"2018","May","Eagle County","22"
"2018","May","Elbert County","6"
"2018","May","El Paso County","163"
"2018","May","Fremont County","16"
"2018","May","Garfield County","19"
"2018","May","Gilpin County","15"
"2018","May","Grand County","4"
"2018","May","Gunnison County","8"
"2018","May","Hinsdale County",""
"2018","May","Huerfano County",""
"2018","May","Jackson County","1"
"2018","May","Jefferson County","139"
"2018","May","Kiowa County",""
"2018","May","Kit Carson County","2"
"2018","May","Lake County","6"
"2018","May","La Plata County","19"
"2018","May","Larimer County","101"
"2018","May","Las Animas County",""
"2018","May","Lincoln County","3"
"2018","May","Logan County","4"
"2018","May","Mesa County","37"
"2018","May","Mineral County",""
"2018","May","Moffat County","5"
"2018","May","Montezuma County","12"
"2018","May","Montrose County","13"
"2018","May","Morgan County","2"
"2018","May","Otero County","3"
"2018","May","Ouray County",""
"2018","May","Park County","3"
"2018","May","Phillips County","3"
"2018","May","Pitkin County","13"
"2018","May","Prowers County","3"
"2018","May","Pueblo County","27"
"2018","May","Rio Blanco County",""
"2018","May","Rio Grande County","2"
"2018","May","Routt County","8"
"2018","May","Saguache County",""
"2018","May","San Juan County",""
"2018","May","San Miguel County","5"
"2018","May","Sedgwick County",""
"2018","May","Summit County","7"
"2018","May","Teller County","18"
"2018","May","Washington County",""
"2018","May","Weld County","104"
"2018","May","Yuma County",""
"2018","May","Broomfield County","8"
"2018","May","Colorado Bureau of Investigation",""
"2018","May","Colorado State Patrol","363"
"2018","June","Total","1,714"
"2018","June","Adams County","235"
"2018","June","Alamosa County","8"
"2018","June","Arapahoe County","56"
"2018","June","Archuleta County","4"
"2018","June","Baca County","1"
"2018","June","Bent County",""
"2018","June","Boulder County","66"
"2018","June","Chaffee County","17"
"2018","June","Cheyenne County","1"
"2018","June","Clear Creek County","13"
"2018","June","Conejos County",""
"2018","June","Costilla County",""
"2018","June","Crowley County","3"
"2018","June","Custer County","4"
"2018","June","Delta County","7"
"2018","June","Denver County","108"
"2018","June","Dolores County",""
"2018","June","Douglas County","47"
"2018","June","Eagle County","21"
"2018","June","Elbert County","2"
"2018","June","El Paso County","169"
"2018","June","Fremont County","7"
"2018","June","Garfield County","35"
"2018","June","Gilpin County","16"
"2018","June","Grand County","4"
"2018","June","Gunnison County","9"
"2018","June","Hinsdale County",""
"2018","June","Huerfano County","1"
"2018","June","Jackson County",""
"2018","June","Jefferson County","111"
"2018","June","Kiowa County",""
"2018","June","Kit Carson County",""
"2018","June","Lake County","8"
"2018","June","La Plata County","18"
"2018","June","Larimer County","120"
"2018","June","Las Animas County","3"
"2018","June","Lincoln County","1"
"2018","June","Logan County","5"
"2018","June","Mesa County","38"
"2018","June","Mineral County",""
"2018","June","Moffat County","3"
"2018","June","Montezuma County","17"
"2018","June","Montrose County","12"
"2018","June","Morgan County","2"
"2018","June","Otero County","1"
"2018","June","Ouray County",""
"2018","June","Park County","8"
"2018","June","Phillips County",""
"2018","June","Pitkin County","12"
"2018","June","Prowers County","7"
"2018","June","Pueblo County","21"
"2018","June","Rio Blanco County","2"
"2018","June","Rio Grande County","3"
"2018","June","Routt County","12"
"2018","June","Saguache County",""
"2018","June","San Juan County",""
