"DUI Arrests by Month"
"Current date: 4/13/2021 4:31:25 PM (Mountain Daylight Time)"
"Multiple Arrest Indicator: All Countable Arrests"
"Arrest Offense for A and B Arrests: Driving Under the Influence"
"Arrest Date","Arrest Month","Jurisdiction by Geography","Number of Arrestees",
"2014","December","Lincoln County","2"
"2014","December","Logan County","3"
"2014","December","Mesa County","51"
"2014","December","Mineral County",""
"2014","December","Moffat County","3"
"2014","December","Montezuma County","10"
"2014","December","Montrose County","5"
"2014","December","Morgan County",""
"2014","December","Otero County","3"
"2014","December","Ouray County",""
"2014","December","Park County","4"
"2014","December","Phillips County",""
"2014","December","Pitkin County","7"
"2014","December","Prowers County",""
"2014","December","Pueblo County","21"
"2014","December","Rio Blanco County","2"
"2014","December","Rio Grande County","1"
"2014","December","Routt County","10"
"2014","December","Saguache County","1"
"2014","December","San Juan County",""
"2014","December","San Miguel County","2"
"2014","December","Sedgwick County",""
"2014","December","Summit County","20"
"2014","December","Teller County","8"
"2014","December","Washington County",""
"2014","December","Weld County","76"
"2014","December","Yuma County","1"
"2014","December","Broomfield County","25"
"2014","December","Colorado Bureau of Investigation",""
"2014","December","Colorado State Patrol","328"
"2015","January","Total","2,070"
"2015","January","Adams County","379"
"2015","January","Alamosa County","7"
"2015","January","Arapahoe County","68"
"2015","January","Archuleta County",""
"2015","January","Baca County","1"
"2015","January","Bent County","1"
"2015","January","Boulder County","87"
"2015","January","Chaffee County","5"
"2015","January","Cheyenne County",""
"2015","January","Clear Creek County","7"
"2015","January","Conejos County",""
"2015","January","Costilla County",""
"2015","January","Crowley County",""
"2015","January","Custer County","1"
"2015","January","Delta County","6"
"2015","January","Denver County","179"
"2015","January","Dolores County","3"
"2015","January","Douglas County","55"
"2015","January","Eagle County","47"
"2015","January","Elbert County","5"
"2015","January","El Paso County","205"
"2015","January","Fremont County","14"
"2015","January","Garfield County","8"
"2015","January","Gilpin County","9"
"2015","January","Grand County","3"
"2015","January","Gunnison County","10"
"2015","January","Hinsdale County",""
"2015","January","Huerfano County","1"
"2015","January","Jackson County",""
"2015","January","Jefferson County","139"
"2015","January","Kiowa County",""
"2015","January","Kit Carson County","3"
"2015","January","Lake County","1"
"2015","January","La Plata County","21"
"2015","January","Larimer County","128"
"2015","January","Las Animas County","1"
"2015","January","Lincoln County","2"
"2015","January","Logan County","10"
"2015","January","Mesa County","48"
"2015","January","Mineral County",""
"2015","January","Moffat County","4"
"2015","January","Montezuma County","5"
"2015","January","Montrose County","2"
"2015","January","Morgan County","3"
"2015","January","Otero County","16"
"2015","January","Ouray County","1"
"2015","January","Park County","1"
"2015","January","Phillips County","1"
"2015","January","Pitkin County","5"
"2015","January","Prowers County","4"
"2015","January","Pueblo County","32"
"2015","January","Rio Blanco County","3"
"2015","January","Rio Grande County","2"
"2015","January","Routt County","21"
"2015","January","Saguache County",""
"2015","January","San Juan County",""
"2015","January","San Miguel County",""
"2015","January","Sedgwick County",""
"2015","January","Summit County","22"
"2015","January","Teller County","16"
"2015","January","Washington County","1"
"2015","January","Weld County","90"
"2015","January","Yuma County","1"
"2015","January","Broomfield County","23"
"2015","January","Colorado Bureau of Investigation",""
"2015","January","Colorado State Patrol","363"
"2015","February","Total","1,778"
"2015","February","Adams County","308"
"2015","February","Alamosa County","2"
"2015","February","Arapahoe County","65"
"2015","February","Archuleta County","4"
"2015","February","Baca County","4"
"2015","February","Bent County",""
"2015","February","Boulder County","79"
"2015","February","Chaffee County","7"
"2015","February","Cheyenne County",""
"2015","February","Clear Creek County","3"
"2015","February","Conejos County",""
"2015","February","Costilla County","6"
"2015","February","Crowley County","3"
"2015","February","Custer County","1"
"2015","February","Delta County","3"
"2015","February","Denver County","174"
"2015","February","Dolores County",""
"2015","February","Douglas County","50"
"2015","February","Eagle County","22"
"2015","February","Elbert County","4"
"2015","February","El Paso County","194"
"2015","February","Fremont County","9"
"2015","February","Garfield County","14"
"2015","February","Gilpin County","2"
"2015","February","Grand County","5"
"2015","February","Gunnison County","9"
"2015","February","Hinsdale County",""
"2015","February","Huerfano County","1"
"2015","February","Jackson County",""
"2015","February","Jefferson County","99"
"2015","February","Kiowa County",""
"2015","February","Kit Carson County","12"
"2015","February","Lake County","1"
"2015","February","La Plata County","28"
"2015","February","Larimer County","100"
"2015","February","Las Animas County","2"
"2015","February","Lincoln County","1"
"2015","February","Logan County","10"
"2015","February","Mesa County","53"
"2015","February","Mineral County",""
"2015","February","Moffat County","6"
"2015","February","Montezuma County","8"
"2015","February","Montrose County","7"
"2015","February","Morgan County",""
"2015","February","Otero County","13"
"2015","February","Ouray County",""
"2015","February","Park County","1"
"2015","February","Phillips County","1"
"2015","February","Pitkin County","3"
"2015","February","Prowers County","2"
"2015","February","Pueblo County","14"
"2015","February","Rio Blanco County","2"
"2015","February","Rio Grande County",""
"2015","February","Routt County","8"
"2015","February","Saguache County","1"
"2015","February","San Juan County",""
"2015","February","San Miguel County","2"
"2015","February","Sedgwick County",""
"2015","February","Summit County","21"
"2015","February","Teller County","13"
"2015","February","Washington County","1"
"2015","February","Weld County","97"
"2015","February","Yuma County","2"
"2015","February","Broomfield County","12"
"2015","February","Colorado Bureau of Investigation",""
"2015","February","Colorado State Patrol","289"
"2015","March","Total","2,198"
"2015","March","Adams County","406"
"2015","March","Alamosa County",""
"2015","March","Arapahoe County","109"
"2015","March","Archuleta County","2"
"2015","March","Baca County","1"
"2015","March","Bent County","1"
"2015","March","Boulder County","100"
"2015","March","Chaffee County","4"
"2015","March","Cheyenne County",""
"2015","March","Clear Creek County","4"
"2015","March","Conejos County",""
"2015","March","Costilla County","1"
"2015","March","Crowley County",""
"2015","March","Custer County","1"
"2015","March","Delta County","4"
"2015","March","Denver County","180"
"2015","March","Dolores County",""
"2015","March","Douglas County","59"
"2015","March","Eagle County","37"
"2015","March","Elbert County","5"
"2015","March","El Paso County","214"
"2015","March","Fremont County","9"
"2015","March","Garfield County","19"
"2015","March","Gilpin County","17"
"2015","March","Grand County","4"
"2015","March","Gunnison County","9"
"2015","March","Hinsdale County",""
"2015","March","Huerfano County",""
"2015","March","Jackson County","1"
"2015","March","Jefferson County","142"
"2015","March","Kiowa County",""
"2015","March","Kit Carson County","5"
"2015","March","Lake County","12"
"2015","March","La Plata County","26"
"2015","March","Larimer County","95"
"2015","March","Las Animas County","1"
"2015","March","Lincoln County","1"
"2015","March","Logan County","14"
"2015","March","Mesa County","58"
"2015","March","Mineral County",""
"2015","March","Moffat County","5"
"2015","March","Montezuma County","9"
"2015","March","Montrose County","10"
"2015","March","Morgan County","3"
"2015","March","Otero County","7"
"2015","March","Ouray County",""
"2015","March","Park County","2"
"2015","March","Phillips County",""
"2015","March","Pitkin County","9"
"2015","March","Prowers County","4"
"2015","March","Pueblo County","10"
"2015","March","Rio Blanco County","4"
"2015","March","Rio Grande County","1"
"2015","March","Routt County","11"
"2015","March","Saguache County","2"
"2015","March","San Juan County",""
"2015","March","San Miguel County","2"
"2015","March","Sedgwick County",""
"2015","March","Summit County","44"
"2015","March","Teller County","11"
"2015","March","Washington County","1"
"2015","March","Weld County","93"
"2015","March","Yuma County",""
"2015","March","Broomfield County","22"
"2015","March","Colorado Bureau of Investigation",""
"2015","March","Colorado State Patrol","407"
"2015","April","Total","1,940"
"2015","April","Adams County","308"
"2015","April","Alamosa County",""
"2015","April","Arapahoe County","94"
"2015","April","Archuleta County","1"
"2015","April","Baca County",""
"2015","April","Bent County",""
"2015","April","Boulder County","73"
"2015","April","Chaffee County","8"
"2015","April","Cheyenne County","1"
"2015","April","Clear Creek County","7"
"2015","April","Conejos County",""
"2015","April","Costilla County",""
"2015","April","Crowley County","1"
"2015","April","Custer County",""
"2015","April","Delta County","3"
"2015","April","Denver County","174"
"2015","April","Dolores County",""
"2015","April","Douglas County","60"
"2015","April","Eagle County","21"
"2015","April","Elbert County","11"
"2015","April","El Paso County","197"
"2015","April","Fremont County","3"
"2015","April","Garfield County","23"
"2015","April","Gilpin County","12"
"2015","April","Grand County","5"
"2015","April","Gunnison County","11"
"2015","April","Hinsdale County",""
"2015","April","Huerfano County","1"
"2015","April","Jackson County","2"
"2015","April","Jefferson County","127"
"2015","April","Kiowa County",""
"2015","April","Kit Carson County","3"
"2015","April","Lake County","2"
"2015","April","La Plata County","28"
"2015","April","Larimer County","85"
"2015","April","Las Animas County","2"
"2015","April","Lincoln County",""
"2015","April","Logan County","7"
"2015","April","Mesa County","44"
"2015","April","Mineral County","1"
"2015","April","Moffat County","8"
"2015","April","Montezuma County","7"
"2015","April","Montrose County","7"
"2015","April","Morgan County","1"
"2015","April","Otero County","3"
"2015","April","Ouray County",""
"2015","April","Park County",""
"2015","April","Phillips County",""
"2015","April","Pitkin County","5"
"2015","April","Prowers County","3"
"2015","April","Pueblo County","24"
"2015","April","Rio Blanco County","2"
"2015","April","Rio Grande County","2"
"2015","April","Routt County","13"
"2015","April","Saguache County",""
"2015","April","San Juan County",""
"2015","April","San Miguel County","2"
"2015","April","Sedgwick County",""
"2015","April","Summit County","23"
"2015","April","Teller County","15"
"2015","April","Washington County","5"
"2015","April","Weld County","86"
"2015","April","Yuma County","3"
"2015","April","Broomfield County","11"
"2015","April","Colorado Bureau of Investigation",""
"2015","April","Colorado State Patrol","405"
"2015","May","Total","2,147"
"2015","May","Adams County","348"
"2015","May","Alamosa County",""
"2015","May","Arapahoe County","83"
"2015","May","Archuleta County","10"
"2015","May","Baca County","3"
"2015","May","Bent County",""
"2015","May","Boulder County","113"
"2015","May","Chaffee County","12"
"2015","May","Cheyenne County",""
"2015","May","Clear Creek County","4"
"2015","May","Conejos County",""
"2015","May","Costilla County",""
"2015","May","Crowley County","1"
"2015","May","Custer County","1"
"2015","May","Delta County","2"
"2015","May","Denver County","212"
"2015","May","Dolores County","1"
"2015","May","Douglas County","56"
"2015","May","Eagle County","30"
"2015","May","Elbert County","3"
"2015","May","El Paso County","193"
"2015","May","Fremont County","7"
"2015","May","Garfield County","22"
"2015","May","Gilpin County","11"
"2015","May","Grand County","5"
"2015","May","Gunnison County","8"
"2015","May","Hinsdale County",""
"2015","May","Huerfano County",""
"2015","May","Jackson County",""
"2015","May","Jefferson County","174"
"2015","May","Kiowa County",""
"2015","May","Kit Carson County","5"
"2015","May","Lake County","1"
"2015","May","La Plata County","19"
"2015","May","Larimer County","141"
"2015","May","Las Animas County","6"
"2015","May","Lincoln County","2"
"2015","May","Logan County","10"
"2015","May","Mesa County","58"
"2015","May","Mineral County",""
"2015","May","Moffat County","8"
"2015","May","Montezuma County","12"
"2015","May","Montrose County","6"
"2015","May","Morgan County","4"
"2015","May","Otero County","7"
"2015","May","Ouray County","1"
"2015","May","Park County","8"
"2015","May","Phillips County","2"
"2015","May","Pitkin County","5"
"2015","May","Prowers County","3"
"2015","May","Pueblo County","23"
"2015","May","Rio Blanco County","4"
"2015","May","Rio Grande County","1"
"2015","May","Routt County","8"
"2015","May","Saguache County",""
"2015","May","San Juan County",""
"2015","May","San Miguel County","3"
"2015","May","Sedgwick County",""
"2015","May","Summit County","20"
"2015","May","Teller County","7"
"2015","May","Washington County","7"
"2015","May","Weld County","82"
"2015","May","Yuma County","2"
"2015","May","Broomfield County","11"
"2015","May","Colorado Bureau of Investigation",""
"2015","May","Colorado State Patrol","382"
"2015","June","Total","1,810"
"2015","June","Adams County","306"
"2015","June","Alamosa County","2"
"2015","June","Arapahoe County","70"
"2015","June","Archuleta County","7"
"2015","June","Baca County","2"
"2015","June","Bent County","1"
"2015","June","Boulder County","70"
"2015","June","Chaffee County","10"
"2015","June","Cheyenne County","1"
"2015","June","Clear Creek County","2"
"2015","June","Conejos County",""
"2015","June","Costilla County",""
"2015","June","Crowley County","1"
"2015","June","Custer County","3"
"2015","June","Delta County","7"
"2015","June","Denver County","135"
"2015","June","Dolores County",""
"2015","June","Douglas County","72"
"2015","June","Eagle County","15"
"2015","June","Elbert County",""
"2015","June","El Paso County","157"
"2015","June","Fremont County","11"
"2015","June","Garfield County","19"
"2015","June","Gilpin County","4"
"2015","June","Grand County","11"
"2015","June","Gunnison County","13"
"2015","June","Hinsdale County",""
"2015","June","Huerfano County","1"
"2015","June","Jackson County",""
"2015","June","Jefferson County","129"
"2015","June","Kiowa County",""
"2015","June","Kit Carson County","2"
"2015","June","Lake County","2"
"2015","June","La Plata County","27"
"2015","June","Larimer County","120"
"2015","June","Las Animas County","4"
"2015","June","Lincoln County",""
"2015","June","Logan County","6"
"2015","June","Mesa County","54"
"2015","June","Mineral County",""
"2015","June","Moffat County","4"
"2015","June","Montezuma County","10"
"2015","June","Montrose County","8"
"2015","June","Morgan County","1"
"2015","June","Otero County","1"
"2015","June","Ouray County","1"
"2015","June","Park County","4"
"2015","June","Phillips County","3"
"2015","June","Pitkin County","10"
"2015","June","Prowers County","3"
"2015","June","Pueblo County","23"
"2015","June","Rio Blanco County","7"
"2015","June","Rio Grande County","4"
"2015","June","Routt County","11"
"2015","June","Saguache County","3"
"2015","June","San Juan County","2"
"2015","June","San Miguel County","4"
"2015","June","Sedgwick County",""
"2015","June","Summit County","25"
"2015","June","Teller County","12"
"2015","June","Washington County","1"
"2015","June","Weld County","94"
"2015","June","Yuma County","2"
"2015","June","Broomfield County","7"
"2015","June","Colorado Bureau of Investigation",""
"2015","June","Colorado State Patrol","306"
"2015","July","Total","1,935"
"2015","July","Adams County","309"
"2015","July","Alamosa County",""
"2015","July","Arapahoe County","78"
"2015","July","Archuleta County","7"
"2015","July","Baca County","1"
"2015","July","Bent County",""
"2015","July","Boulder County","60"
"2015","July","Chaffee County","8"
"2015","July","Cheyenne County","4"
"2015","July","Clear Creek County","3"
"2015","July","Conejos County",""
"2015","July","Costilla County",""
"2015","July","Crowley County","2"
"2015","July","Custer County","2"
"2015","July","Delta County","8"
"2015","July","Denver County","143"
"2015","July","Dolores County","1"
"2015","July","Douglas County","51"
"2015","July","Eagle County","19"
"2015","July","Elbert County",""
"2015","July","El Paso County","149"
"2015","July","Fremont County","12"
"2015","July","Garfield County","25"
"2015","July","Gilpin County","6"
"2015","July","Grand County","12"
"2015","July","Gunnison County","20"
"2015","July","Hinsdale County","1"
"2015","July","Huerfano County",""
"2015","July","Jackson County",""
"2015","July","Jefferson County","135"
"2015","July","Kiowa County",""
"2015","July","Kit Carson County","3"
"2015","July","Lake County","3"
"2015","July","La Plata County","22"
"2015","July","Larimer County","134"
"2015","July","Las Animas County","2"
"2015","July","Lincoln County","1"
"2015","July","Logan County","7"
"2015","July","Mesa County","48"
"2015","July","Mineral County",""
"2015","July","Moffat County","5"
"2015","July","Montezuma County","4"
"2015","July","Montrose County","7"
"2015","July","Morgan County","1"
"2015","July","Otero County","3"
"2015","July","Ouray County",""
"2015","July","Park County","6"
"2015","July","Phillips County","1"
"2015","July","Pitkin County","14"
"2015","July","Prowers County","17"
"2015","July","Pueblo County","34"
"2015","July","Rio Blanco County","5"
"2015","July","Rio Grande County","4"
"2015","July","Routt County","9"
"2015","July","Saguache County",""
"2015","July","San Juan County","1"
"2015","July","San Miguel County","3"
"2015","July","Sedgwick County",""
"2015","July","Summit County","16"
"2015","July","Teller County","16"
"2015","July","Washington County","2"
"2015","July","Weld County","87"
"2015","July","Yuma County","1"
"2015","July","Broomfield County","12"
"2015","July","Colorado Bureau of Investigation",""
"2015","July","Colorado State Patrol","411"
"2015","August","Total","2,087"
"2015","August","Adams County","319"
"2015","August","Alamosa County",""
"2015","August","Arapahoe County","77"
"2015","August","Archuleta County","4"
"2015","August","Baca County","3"
"2015","August","Bent County","1"
"2015","August","Boulder County","83"
"2015","August","Chaffee County","10"
"2015","August","Cheyenne County","1"
"2015","August","Clear Creek County","4"
"2015","August","Conejos County",""
"2015","August","Costilla County",""
"2015","August","Crowley County","1"
"2015","August","Custer County","2"
"2015","August","Delta County","9"
"2015","August","Denver County","204"
"2015","August","Dolores County","1"
"2015","August","Douglas County","43"
"2015","August","Eagle County","39"
"2015","August","Elbert County",""
"2015","August","El Paso County","185"
"2015","August","Fremont County","9"
"2015","August","Garfield County","30"
"2015","August","Gilpin County","8"
"2015","August","Grand County","17"
"2015","August","Gunnison County","14"
"2015","August","Hinsdale County",""
"2015","August","Huerfano County","3"
"2015","August","Jackson County",""
"2015","August","Jefferson County","141"
"2015","August","Kiowa County",""
"2015","August","Kit Carson County","1"
"2015","August","Lake County","2"
"2015","August","La Plata County","22"
"2015","August","Larimer County","156"
"2015","August","Las Animas County","4"
"2015","August","Lincoln County","1"
"2015","August","Logan County","7"
"2015","August","Mesa County","43"
"2015","August","Mineral County","1"
"2015","August","Moffat County","1"
"2015","August","Montezuma County","3"
"2015","August","Montrose County","13"
"2015","August","Morgan County","1"
"2015","August","Otero County","5"
"2015","August","Ouray County",""
"2015","August","Park County","4"
"2015","August","Phillips County","1"
"2015","August","Pitkin County","11"
"2015","August","Prowers County","5"
"2015","August","Pueblo County","29"
"2015","August","Rio Blanco County","6"
"2015","August","Rio Grande County","2"
"2015","August","Routt County","4"
"2015","August","Saguache County","1"
"2015","August","San Juan County",""
"2015","August","San Miguel County","4"
"2015","August","Sedgwick County",""
"2015","August","Summit County","21"
"2015","August","Teller County","15"
"2015","August","Washington County","4"
"2015","August","Weld County","75"
"2015","August","Yuma County","6"
"2015","August","Broomfield County","12"
"2015","August","Colorado Bureau of Investigation",""
"2015","August","Colorado State Patrol","419"
"2015","September","Total","1,898"
"2015","September","Adams County","320"
"2015","September","Alamosa County",""
"2015","September","Arapahoe County","70"
"2015","September","Archuleta County","4"
"2015","September","Baca County",""
"2015","September","Bent County",""
"2015","September","Boulder County","65"
"2015","September","Chaffee County","6"
"2015","September","Cheyenne County","1"
"2015","September","Clear Creek County","4"
"2015","September","Conejos County",""
"2015","September","Costilla County",""
"2015","September","Crowley County",""
"2015","September","Custer County","2"
"2015","September","Delta County","6"
"2015","September","Denver County","177"
"2015","September","Dolores County",""
"2015","September","Douglas County","38"
"2015","September","Eagle County","37"
"2015","September","Elbert County",""
"2015","September","El Paso County","167"
"2015","September","Fremont County","14"
"2015","September","Garfield County","26"
"2015","September","Gilpin County","9"
"2015","September","Grand County","4"
"2015","September","Gunnison County","16"
"2015","September","Hinsdale County",""
"2015","September","Huerfano County","2"
"2015","September","Jackson County",""
"2015","September","Jefferson County","125"
"2015","September","Kiowa County",""
"2015","September","Kit Carson County","4"
"2015","September","Lake County","3"
"2015","September","La Plata County","22"
"2015","September","Larimer County","126"
"2015","September","Las Animas County",""
"2015","September","Lincoln County",""
"2015","September","Logan County","8"
"2015","September","Mesa County","38"
"2015","September","Mineral County",""
"2015","September","Moffat County","4"
"2015","September","Montezuma County","10"
"2015","September","Montrose County","12"
"2015","September","Morgan County","3"
"2015","September","Otero County","6"
"2015","September","Ouray County",""
"2015","September","Park County","4"
"2015","September","Phillips County","1"
"2015","September","Pitkin County","4"
"2015","September","Prowers County","1"
"2015","September","Pueblo County","17"
"2015","September","Rio Blanco County","2"
"2015","September","Rio Grande County","3"
"2015","September","Routt County","14"
"2015","September","Saguache County",""
"2015","September","San Juan County",""
"2015","September","San Miguel County","1"
"2015","September","Sedgwick County",""
"2015","September","Summit County","24"
"2015","September","Teller County","14"
"2015","September","Washington County","2"
"2015","September","Weld County","82"
"2015","September","Yuma County","2"
"2015","September","Broomfield County","17"
"2015","September","Colorado Bureau of Investigation",""
"2015","September","Colorado State Patrol","381"
"2015","October","Total","1,931"
"2015","October","Adams County","309"
"2015","October","Alamosa County",""
"2015","October","Arapahoe County","75"
"2015","October","Archuleta County","4"
"2015","October","Baca County","1"
"2015","October","Bent County","1"
"2015","October","Boulder County","59"
"2015","October","Chaffee County","11"
"2015","October","Cheyenne County","1"
"2015","October","Clear Creek County","4"
"2015","October","Conejos County",""
"2015","October","Costilla County",""
"2015","October","Crowley County",""
"2015","October","Custer County","1"
"2015","October","Delta County","7"
"2015","October","Denver County","191"
"2015","October","Dolores County","1"
"2015","October","Douglas County","40"
"2015","October","Eagle County","23"
"2015","October","Elbert County","3"
"2015","October","El Paso County","172"
"2015","October","Fremont County","13"
"2015","October","Garfield County","20"
"2015","October","Gilpin County","9"
"2015","October","Grand County","6"
"2015","October","Gunnison County","15"
"2015","October","Hinsdale County",""
"2015","October","Huerfano County","2"
"2015","October","Jackson County",""
"2015","October","Jefferson County","120"
"2015","October","Kiowa County",""
"2015","October","Kit Carson County","1"
"2015","October","Lake County",""
"2015","October","La Plata County","27"
"2015","October","Larimer County","118"
"2015","October","Las Animas County","1"
"2015","October","Lincoln County","2"
"2015","October","Logan County","6"
"2015","October","Mesa County","36"
"2015","October","Mineral County",""
"2015","October","Moffat County","4"
"2015","October","Montezuma County","9"
"2015","October","Montrose County","10"
"2015","October","Morgan County",""
"2015","October","Otero County","1"
"2015","October","Ouray County",""
"2015","October","Park County","5"
"2015","October","Phillips County","1"
"2015","October","Pitkin County","4"
"2015","October","Prowers County","3"
"2015","October","Pueblo County","33"
"2015","October","Rio Blanco County","8"
"2015","October","Rio Grande County","2"
"2015","October","Routt County","5"
"2015","October","Saguache County",""
"2015","October","San Juan County",""
"2015","October","San Miguel County","8"
"2015","October","Sedgwick County",""
"2015","October","Summit County","15"
"2015","October","Teller County","14"
"2015","October","Washington County","2"
"2015","October","Weld County","89"
"2015","October","Yuma County","2"
"2015","October","Broomfield County","19"
"2015","October","Colorado Bureau of Investigation",""
"2015","October","Colorado State Patrol","418"
"2015","November","Total","1,767"
"2015","November","Adams County","246"
"2015","November","Alamosa County",""
"2015","November","Arapahoe County","59"
"2015","November","Archuleta County","3"
"2015","November","Baca County",""
"2015","November","Bent County","1"
"2015","November","Boulder County","72"
"2015","November","Chaffee County","7"
"2015","November","Cheyenne County","2"
"2015","November","Clear Creek County","5"
"2015","November","Conejos County",""
"2015","November","Costilla County",""
"2015","November","Crowley County",""
"2015","November","Custer County",""
"2015","November","Delta County","3"
"2015","November","Denver County","188"
"2015","November","Dolores County",""
"2015","November","Douglas County","39"
"2015","November","Eagle County","35"
"2015","November","Elbert County","3"
"2015","November","El Paso County","152"
"2015","November","Fremont County","12"
"2015","November","Garfield County","30"
"2015","November","Gilpin County","11"
"2015","November","Grand County",""
"2015","November","Gunnison County","12"
"2015","November","Hinsdale County",""
"2015","November","Huerfano County","4"
"2015","November","Jackson County","1"
"2015","November","Jefferson County","121"
"2015","November","Kiowa County",""
"2015","November","Kit Carson County","2"
"2015","November","Lake County","6"
"2015","November","La Plata County","24"
"2015","November","Larimer County","100"
"2015","November","Las Animas County","1"
"2015","November","Lincoln County","1"
"2015","November","Logan County","2"
"2015","November","Mesa County","60"
"2015","November","Mineral County",""
"2015","November","Moffat County","4"
"2015","November","Montezuma County","9"
"2015","November","Montrose County","5"
"2015","November","Morgan County",""
"2015","November","Otero County",""
"2015","November","Ouray County",""
"2015","November","Park County","2"
"2015","November","Phillips County","1"
"2015","November","Pitkin County","9"
"2015","November","Prowers County","3"
"2015","November","Pueblo County","24"
"2015","November","Rio Blanco County","2"
"2015","November","Rio Grande County","3"
"2015","November","Routt County","9"
"2015","November","Saguache County","2"
"2015","November","San Juan County",""
"2015","November","San Miguel County","4"
"2015","November","Sedgwick County",""
"2015","November","Summit County","29"
"2015","November","Teller County","11"
"2015","November","Washington County","4"
"2015","November","Weld County","72"
"2015","November","Yuma County","1"
"2015","November","Broomfield County","13"
"2015","November","Colorado Bureau of Investigation",""
"2015","November","Colorado State Patrol","358"
"2015","December","Total","1,828"
"2015","December","Adams County","252"
"2015","December","Alamosa County",""
"2015","December","Arapahoe County","77"
"2015","December","Archuleta County","5"
"2015","December","Baca County",""
"2015","December","Bent County",""
"2015","December","Boulder County","87"
"2015","December","Chaffee County","5"
"2015","December","Cheyenne County","1"
"2015","December","Clear Creek County","2"
"2015","December","Conejos County",""
"2015","December","Costilla County",""
"2015","December","Crowley County","1"
"2015","December","Custer County","3"
"2015","December","Delta County","2"
"2015","December","Denver County","187"
"2015","December","Dolores County",""
"2015","December","Douglas County","45"
"2015","December","Eagle County","42"
"2015","December","Elbert County","6"
"2015","December","El Paso County","148"
"2015","December","Fremont County","16"
"2015","December","Garfield County","22"
"2015","December","Gilpin County","8"
"2015","December","Grand County","8"
"2015","December","Gunnison County","2"
"2015","December","Hinsdale County",""
"2015","December","Huerfano County","1"
"2015","December","Jackson County",""
"2015","December","Jefferson County","157"
"2015","December","Kiowa County",""
"2015","December","Kit Carson County","6"
"2015","December","Lake County","4"
"2015","December","La Plata County","29"
"2015","December","Larimer County","122"
"2015","December","Las Animas County","3"
"2015","December","Lincoln County","1"
"2015","December","Logan County","3"
"2015","December","Mesa County","57"
"2015","December","Mineral County",""
"2015","December","Moffat County","11"
"2015","December","Montezuma County","9"
"2015","December","Montrose County","13"
"2015","December","Morgan County","2"
"2015","December","Otero County","1"
"2015","December","Ouray County",""
"2015","December","Park County","3"
"2015","December","Phillips County","1"
"2015","December","Pitkin County","11"
"2015","December","Prowers County","2"
"2015","December","Pueblo County","17"
"2015","December","Rio Blanco County","6"
"2015","December","Rio Grande County","3"
"2015","December","Routt County","13"
"2015","December","Saguache County",""
"2015","December","San Juan County","1"
"2015","December","San Miguel County",""
"2015","December","Sedgwick County",""
"2015","December","Summit County","23"
"2015","December","Teller County","10"
"2015","December","Washington County","3"
"2015","December","Weld County","66"
"2015","December","Yuma County","1"
"2015","December","Broomfield County","14"
"2015","December","Colorado Bureau of Investigation",""
"2015","December","Colorado State Patrol","316"
"2016","January","Total","1,971"
"2016","January","Adams County","312"
"2016","January","Alamosa County",""
"2016","January","Arapahoe County","56"
"2016","January","Archuleta County","7"
"2016","January","Baca County","2"
"2016","January","Bent County","1"
"2016","January","Boulder County","104"
"2016","January","Chaffee County","5"
"2016","January","Cheyenne County","1"
"2016","January","Clear Creek County","3"
"2016","January","Conejos County",""
"2016","January","Costilla County",""
"2016","January","Crowley County",""
"2016","January","Custer County","1"
"2016","January","Delta County","5"
"2016","January","Denver County","201"
"2016","January","Dolores County","1"
"2016","January","Douglas County","61"
"2016","January","Eagle County","34"
"2016","January","Elbert County","3"
"2016","January","El Paso County","156"
"2016","January","Fremont County","15"
"2016","January","Garfield County","22"
"2016","January","Gilpin County","3"
"2016","January","Grand County","7"
"2016","January","Gunnison County","15"
"2016","January","Hinsdale County",""
"2016","January","Huerfano County",""
"2016","January","Jackson County","1"
"2016","January","Jefferson County","129"
"2016","January","Kiowa County",""
"2016","January","Kit Carson County","4"
"2016","January","Lake County","3"
"2016","January","La Plata County","24"
"2016","January","Larimer County","115"
"2016","January","Las Animas County","2"
"2016","January","Lincoln County","1"
"2016","January","Logan County","4"
"2016","January","Mesa County","57"
"2016","January","Mineral County",""
"2016","January","Moffat County","8"
"2016","January","Montezuma County","7"
"2016","January","Montrose County","4"
"2016","January","Morgan County","3"
"2016","January","Otero County","3"
"2016","January","Ouray County",""
"2016","January","Park County","1"
"2016","January","Phillips County","2"
"2016","January","Pitkin County","10"
"2016","January","Prowers County","8"
"2016","January","Pueblo County","23"
"2016","January","Rio Blanco County","2"
"2016","January","Rio Grande County","5"
"2016","January","Routt County","7"
"2016","January","Saguache County","1"
"2016","January","San Juan County",""
"2016","January","San Miguel County","6"
"2016","January","Sedgwick County",""
"2016","January","Summit County","22"
"2016","January","Teller County","3"
"2016","January","Washington County",""
"2016","January","Weld County","94"
"2016","January","Yuma County","2"
"2016","January","Broomfield County","16"
"2016","January","Colorado Bureau of Investigation",""
"2016","January","Colorado State Patrol","389"
"2016","February","Total","1,896"
"2016","February","Adams County","311"
"2016","February","Alamosa County",""
"2016","February","Arapahoe County","64"
"2016","February","Archuleta County","2"
"2016","February","Baca County",""
"2016","February","Bent County",""
"2016","February","Boulder County","72"
"2016","February","Chaffee County","3"
"2016","February","Cheyenne County","1"
"2016","February","Clear Creek County","3"
"2016","February","Conejos County",""
